origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,departure_time,delay
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1117,2024-09-10 21:22:03,-747
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1077,2024-09-10 22:22:03,-787
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,975,2024-09-10 23:22:03,-924
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1423,2024-09-10 00:22:03,-476
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1748,2024-09-10 01:22:03,-151
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,1935,2024-09-10 02:22:03,36
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2117,2024-09-10 03:22:03,218
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9542,1852,2523,2024-09-10 04:22:03,671
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9542,1852,2304,2024-09-10 05:22:03,452
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9542,1852,2823,2024-09-10 06:22:03,971
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2376,2024-09-10 07:22:03,477
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2366,2024-09-10 08:22:03,467
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2653,2024-09-10 09:22:03,754
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2373,2024-09-10 10:22:03,474
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2336,2024-09-10 11:22:03,437
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2617,2024-09-10 12:22:03,718
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2366,2024-09-10 13:22:03,467
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2091,2024-09-10 14:22:03,192
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9813,1899,2162,2024-09-10 15:22:03,263
"Jadavpur University, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",9698,1864,1870,2024-09-10 16:22:03,6
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1142,2024-09-10 18:22:03,-407
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,900,2024-09-10 19:22:03,-649
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1123,2024-09-10 20:22:03,-426
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1228,2024-09-10 21:22:03,-321
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1126,2024-09-10 22:22:03,-423
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,724,2024-09-10 23:22:03,-825
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1142,2024-09-10 00:22:03,-407
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1408,2024-09-10 01:22:03,-141
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1425,2024-09-10 02:22:03,-124
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1495,2024-09-10 03:22:03,-54
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1682,2024-09-10 04:22:03,133
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,2131,2024-09-10 05:22:03,582
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,2562,2024-09-10 06:22:03,1013
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1841,2024-09-10 07:22:03,219
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2478,2024-09-10 08:22:03,856
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1971,2024-09-10 09:22:03,349
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2034,2024-09-10 10:22:03,412
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1962,2024-09-10 11:22:03,340
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2261,2024-09-10 12:22:03,639
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2616,2024-09-10 13:22:03,994
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,2015,2024-09-10 14:22:03,393
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",11096,1622,1411,2024-09-10 15:22:03,-211
"Jadavpur University, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",8359,1549,1618,2024-09-10 16:22:03,69
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,15904,2024-09-10 18:22:03,3607
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,15132,2024-09-10 19:22:03,2835
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,14142,2024-09-10 20:22:03,1845
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,13913,2024-09-10 21:22:03,1616
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,12986,2024-09-10 22:22:03,689
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,12351,2024-09-10 23:22:03,54
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11539,2024-09-10 00:22:03,-758
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11602,2024-09-10 01:22:03,-695
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11287,2024-09-10 02:22:03,-1010
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11948,2024-09-10 03:22:03,-349
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,12316,2024-09-10 04:22:03,19
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11753,2024-09-10 05:22:03,-544
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11561,2024-09-10 06:22:03,-736
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11327,2024-09-10 07:22:03,-970
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11225,2024-09-10 08:22:03,-1072
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11645,2024-09-10 09:22:03,-652
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,11962,2024-09-10 10:22:03,-335
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,13680,2024-09-10 11:22:03,1383
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,14463,2024-09-10 12:22:03,2166
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,14323,2024-09-10 13:22:03,2026
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,14459,2024-09-10 14:22:03,2162
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,15197,2024-09-10 15:22:03,2900
"Salt Lake City, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",167158,12297,15625,2024-09-10 16:22:03,3328
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,16938,2024-09-10 18:22:03,3183
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,16089,2024-09-10 19:22:03,2334
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15224,2024-09-10 20:22:03,1469
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,14993,2024-09-10 21:22:03,1238
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,14145,2024-09-10 22:22:03,390
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13674,2024-09-10 23:22:03,-81
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13271,2024-09-10 00:22:03,-484
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13530,2024-09-10 01:22:03,-225
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13234,2024-09-10 02:22:03,-521
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13261,2024-09-10 03:22:03,-494
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13811,2024-09-10 04:22:03,56
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13582,2024-09-10 05:22:03,-173
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13103,2024-09-10 06:22:03,-652
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,12937,2024-09-10 07:22:03,-818
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,12766,2024-09-10 08:22:03,-989
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13085,2024-09-10 09:22:03,-670
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,13438,2024-09-10 10:22:03,-317
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,14824,2024-09-10 11:22:03,1069
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15827,2024-09-10 12:22:03,2072
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15961,2024-09-10 13:22:03,2206
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,15583,2024-09-10 14:22:03,1828
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,16312,2024-09-10 15:22:03,2557
"Salt Lake City, Kolkata, West Bengal","New Town, Kolkata, West Bengal",178701,13755,16674,2024-09-10 16:22:03,2919
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,16592,2024-09-10 18:22:03,3000
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15690,2024-09-10 19:22:03,2098
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15095,2024-09-10 20:22:03,1503
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,14538,2024-09-10 21:22:03,946
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13844,2024-09-10 22:22:03,252
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13172,2024-09-10 23:22:03,-420
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13112,2024-09-10 00:22:03,-480
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12658,2024-09-10 01:22:03,-934
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13139,2024-09-10 02:22:03,-453
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13219,2024-09-10 03:22:03,-373
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13789,2024-09-10 04:22:03,197
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13400,2024-09-10 05:22:03,-192
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13253,2024-09-10 06:22:03,-339
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13069,2024-09-10 07:22:03,-523
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12846,2024-09-10 08:22:03,-746
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,12938,2024-09-10 09:22:03,-654
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,13361,2024-09-10 10:22:03,-231
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15209,2024-09-10 11:22:03,1617
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",177570,14574,15720,2024-09-10 12:22:03,1146
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15928,2024-09-10 13:22:03,2336
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",176267,13592,15954,2024-09-10 14:22:03,2362
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",177570,14574,16151,2024-09-10 15:22:03,1577
"Salt Lake City, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",177570,14574,16300,2024-09-10 16:22:03,1726
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,16055,2024-09-10 18:22:03,2892
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15288,2024-09-10 19:22:03,2125
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,14381,2024-09-10 20:22:03,1218
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,14582,2024-09-10 21:22:03,1419
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13570,2024-09-10 22:22:03,270
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12878,2024-09-10 23:22:03,-304
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12829,2024-09-10 00:22:03,-353
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12440,2024-09-10 01:22:03,-742
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,13023,2024-09-10 02:22:03,-159
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,12966,2024-09-10 03:22:03,-216
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169304,13182,13181,2024-09-10 04:22:03,-1
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13144,2024-09-10 05:22:03,-156
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13266,2024-09-10 06:22:03,-34
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,12862,2024-09-10 07:22:03,-438
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,12746,2024-09-10 08:22:03,-554
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,12599,2024-09-10 09:22:03,-701
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,13014,2024-09-10 10:22:03,-286
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,14244,2024-09-10 11:22:03,944
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",169508,13300,14829,2024-09-10 12:22:03,1529
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15543,2024-09-10 13:22:03,2380
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15283,2024-09-10 14:22:03,2120
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15867,2024-09-10 15:22:03,2704
"Salt Lake City, Kolkata, West Bengal","Victoria Memorial, Kolkata, West Bengal",168829,13163,15752,2024-09-10 16:22:03,2589
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16317,2024-09-10 18:22:03,2926
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15669,2024-09-10 19:22:03,2278
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,14723,2024-09-10 20:22:03,1332
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,14650,2024-09-10 21:22:03,1259
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13801,2024-09-10 22:22:03,410
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13060,2024-09-10 23:22:03,-331
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12865,2024-09-10 00:22:03,-526
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12336,2024-09-10 01:22:03,-1055
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12682,2024-09-10 02:22:03,-709
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12990,2024-09-10 03:22:03,-401
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13311,2024-09-10 04:22:03,-80
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13278,2024-09-10 05:22:03,-113
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13218,2024-09-10 06:22:03,-173
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12830,2024-09-10 07:22:03,-561
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12678,2024-09-10 08:22:03,-713
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,12834,2024-09-10 09:22:03,-557
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,13403,2024-09-10 10:22:03,12
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,14642,2024-09-10 11:22:03,1251
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15107,2024-09-10 12:22:03,1716
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16251,2024-09-10 13:22:03,2860
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,15619,2024-09-10 14:22:03,2228
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16364,2024-09-10 15:22:03,2973
"Salt Lake City, Kolkata, West Bengal","Esplanade, Kolkata, West Bengal",175470,13391,16364,2024-09-10 16:22:03,2973
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2049,2024-09-10 18:22:03,-400
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1492,2024-09-10 19:22:03,-957
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1456,2024-09-10 20:22:03,-993
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1699,2024-09-10 21:22:03,-750
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1511,2024-09-10 22:22:03,-938
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1814,2024-09-10 23:22:03,-635
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1748,2024-09-10 00:22:03,-701
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,1911,2024-09-10 01:22:03,-538
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2159,2024-09-10 02:22:03,-290
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2523,2024-09-10 03:22:03,74
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2709,2024-09-10 04:22:03,260
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2991,2024-09-10 05:22:03,542
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2849,2024-09-10 06:22:03,400
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3165,2024-09-10 07:22:03,716
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3094,2024-09-10 08:22:03,645
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3014,2024-09-10 09:22:03,565
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3355,2024-09-10 10:22:03,906
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3703,2024-09-10 11:22:03,1254
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3723,2024-09-10 12:22:03,1274
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,4072,2024-09-10 13:22:03,1623
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3774,2024-09-10 14:22:03,1325
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,3059,2024-09-10 15:22:03,610
"Howrah Railway Station, Kolkata, West Bengal","Netaji Subhash Chandra Bose International Airport, Kolkata, West Bengal",15769,2449,2262,2024-09-10 16:22:03,-187
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2456,2024-09-10 18:22:03,-434
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1876,2024-09-10 19:22:03,-1014
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2192,2024-09-10 20:22:03,-698
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1796,2024-09-10 21:22:03,-1094
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1738,2024-09-10 22:22:03,-1152
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,1968,2024-09-10 23:22:03,-922
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2539,2024-09-10 00:22:03,-351
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,2484,2024-09-10 01:22:03,-406
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,2703,2024-09-10 02:22:03,-203
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3496,2024-09-10 03:22:03,606
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3525,2024-09-10 04:22:03,635
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,3759,2024-09-10 05:22:03,853
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,3329,2024-09-10 06:22:03,423
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3649,2024-09-10 07:22:03,759
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3293,2024-09-10 08:22:03,403
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3124,2024-09-10 09:22:03,234
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3537,2024-09-10 10:22:03,647
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,3572,2024-09-10 11:22:03,666
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3979,2024-09-10 12:22:03,1089
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,4058,2024-09-10 13:22:03,1168
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",16511,2890,3362,2024-09-10 14:22:03,472
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,2928,2024-09-10 15:22:03,22
"Howrah Railway Station, Kolkata, West Bengal","New Town, Kolkata, West Bengal",24131,2906,2515,2024-09-10 16:22:03,-391
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3438,2024-09-10 18:22:03,-620
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,3239,2024-09-10 19:22:03,-819
"Howrah Railway Station, Kolkata, West Bengal","Barasat, Kolkata, West Bengal",26846,4058,2839,2024-09-10 20:22:03,-1219
